album_,artists_,track_name,release_year,release_month,duration_min,explicit,popularity,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,status
Janesis,Efya,Heartbeat,2016,April,4.251316667,False,11,0,1,4,0.18600000000000003,0.614,0.695,0.0,0.191,-5.707000000000001,0.122,0.331,95.96700000000001,hit
Fisherman Waves,Gasmilla,Funky,2019,March,3.3176,False,14,7,0,4,0.397,0.88,0.657,9.87e-05,0.113,-6.656000000000001,0.0459,0.557,117.008,hit
Wohekyere,Daddy Lumba,Jane,2005,May,5.997116667,False,18,7,1,4,0.0773,0.688,0.539,1.88e-05,0.188,-11.290999999999999,0.0528,0.564,83.06299999999999,hit
4word,4x4,Mante Ne De,2013,December,3.554416667,False,0,7,1,4,0.0503,0.9590000000000001,0.903,0.0,0.156,-3.6630000000000003,0.0629,0.872,125.037,non_hit
Lige Nu,M.anifest,Nok Af Dig,2013,November,2.797033333,False,0,11,0,4,0.0724,0.696,0.815,0.0,0.0729,-6.0760000000000005,0.0549,0.7709999999999999,136.727,non_hit
MMM (Money Making Machine),MC Galaxy,Shengene,2017,May,3.7008666669999997,False,0,11,1,4,0.242,0.537,0.7070000000000001,0.0,0.0979,-6.77,0.266,0.838,133.069,non_hit
Rasta Flex,Shatta Wale,Pumpum,2015,April,2.740733333,False,1,9,0,5,0.11699999999999999,0.499,0.675,0.0,0.0702,-4.352,0.324,0.768,73.44,non_hit
Books & Rhymes,Edem,Zero to Hero,2020,February,5.069933333,False,1,0,0,4,0.27,0.616,0.722,0.0,0.0678,-2.528,0.0873,0.8759999999999999,119.993,non_hit
Tofa,Obrafour,Akokonini,2018,April,5.0046666669999995,False,0,2,1,4,0.29100000000000004,0.684,0.9309999999999999,0.0,0.449,-3.852,0.21100000000000002,0.8079999999999999,114.699,non_hit
Tofa,Obrafour,Sete,2018,April,5.001583333,False,0,6,0,4,0.281,0.698,0.958,0.0,0.165,-4.05,0.19399999999999998,0.857,119.758,non_hit
Daddy Lumba Essentials,Daddy Lumba,Adepa Hyɛ Adepa Mu,2012,March,4.07685,False,12,0,1,4,0.419,0.72,0.7979999999999999,0.0297,0.23,-8.146,0.0533,0.91,106.072,hit
BVR,E.L,Prayer for Ghana,2018,October,4.766666667,False,1,2,1,4,0.0281,0.88,0.7609999999999999,0.0,0.423,-5.529,0.196,0.39299999999999996,120.01799999999999,non_hit
Sugar,Becca,Ghana,2007,November,4.3421333330000005,False,1,0,1,4,0.153,0.86,0.486,0.000616,0.121,-11.807,0.111,0.6940000000000001,90.006,non_hit
Reign,Shatta Wale,If I See,2018,October,3.718833333,False,10,0,0,4,0.166,0.569,0.934,0.0,0.0526,-2.501,0.273,0.823,103.28399999999999,hit
I Won't Wait,Joey B,Turn The Page (as made famous by Bob Seger),2008,September,4.2197833330000005,False,1,2,1,4,0.672,0.258,0.0973,3.31e-06,0.341,-20.926,0.0569,0.332,170.74900000000002,non_hit
Matters of the Heart,Akwaboah,Forget,2018,May,4.3393,False,24,1,0,4,0.354,0.826,0.784,0.0,0.0802,-3.9610000000000003,0.0744,0.9329999999999999,107.986,hit
Asem Beba Dabi,Obrafour,Odo Pa Ye Nna,2018,May,5.0039,False,0,5,1,4,0.368,0.604,0.8079999999999999,0.0,0.34700000000000003,-5.5889999999999995,0.28,0.8809999999999999,84.213,non_hit
Reign,Shatta Wale,Crazy,2018,October,3.4809,False,12,3,0,4,0.535,0.728,0.6559999999999999,0.0,0.0918,-5.492999999999999,0.0654,0.879,115.809,hit
Green Times Mixtape,Shatta Wale,Mi Have a Gun,2014,March,3.923116667,False,1,6,0,5,0.515,0.741,0.7140000000000001,0.0,0.312,-5.265,0.488,0.885,139.01,non_hit
Bo Wonsem Ma Me,Eazzy,Wengeze,2013,December,3.552,True,16,7,1,4,0.134,0.8759999999999999,0.847,0.0114,0.115,-5.642,0.22,0.759,124.95,hit
New Africa Nation,Fuse ODG,Interlude (feat. Suli Breaks),2019,March,1.39475,False,12,0,1,4,0.718,0.625,0.537,0.0,0.528,-13.020999999999999,0.131,0.953,97.904,hit
Refuse to Be Broke: Da Revolution 2,R2Bees,Slow Down (feat. Wiz Kid),2014,July,4.3591166669999994,False,44,6,0,5,0.11599999999999999,0.52,0.7170000000000001,0.0,0.249,-3.0060000000000002,0.389,0.7040000000000001,135.55,hit
Wonder Boy,Shatta Wale,Jata Bi,2019,October,3.3313333330000003,False,29,4,1,4,0.0406,0.8859999999999999,0.519,0.0,0.175,-8.984,0.285,0.872,108.098,hit
Solid Ground,Asem,Music,2012,February,4.3385,False,0,9,0,4,0.409,0.537,0.8240000000000001,0.0,0.542,-4.113,0.256,0.27399999999999997,79.567,non_hit
MMM (Money Making Machine),MC Galaxy,I Pray,2017,May,3.926883333,False,0,7,1,3,0.306,0.7290000000000001,0.775,0.0,0.107,-3.715,0.19399999999999998,0.792,196.42700000000002,non_hit
The Gospel According to Ofori,Ofori Amponsah,Ewiase,2014,October,5.887983332999999,False,0,0,1,4,0.0831,0.7240000000000001,0.7070000000000001,0.0,0.13699999999999998,-3.298,0.0554,0.805,92.92299999999999,non_hit
I Won't Wait,Joey B,I'm Yours (as made famous by Jason Mraz),2008,September,3.947333333,False,0,11,1,4,0.556,0.644,0.44299999999999995,0.0,0.26,-9.037,0.0687,0.591,75.668,non_hit
Ayefro Ntefere,Ofori Amponsah,Odoho Adwen,2010,August,4.680216667,False,1,5,1,4,0.237,0.802,0.7490000000000001,0.000453,0.145,-8.904,0.18600000000000003,0.795,95.978,non_hit
Solid Ground,Asem,Show Something (Original Dirty),2012,February,3.2991666669999997,True,0,7,1,4,0.0188,0.7909999999999999,0.853,0.0,0.0877,-4.042,0.302,0.392,117.061,non_hit
MMM (Money Making Machine),MC Galaxy,Sererina,2017,May,3.7818166669999997,False,1,1,0,4,0.306,0.833,0.7709999999999999,5.9999999999999995e-05,0.0664,-4.216,0.20199999999999999,0.787,109.95200000000001,non_hit
The Volta Regime,Edem,Skit 2,2009,May,0.4414666667,False,0,3,0,3,0.27,0.41200000000000003,0.177,0.0,0.10099999999999999,-23.541999999999998,0.0913,0.467,202.31,non_hit
MMM (Money Making Machine),MC Galaxy,Rain Rain,2017,May,3.130816667,False,0,7,1,4,0.415,0.6920000000000001,0.623,5.61e-06,0.0844,-6.86,0.233,0.753,101.038,non_hit
Before We Shine 2: The Cremation Of Care,Ko-Jo Cue,Six Feet Deep,2016,September,3.7646833330000002,True,0,8,1,5,0.0903,0.542,0.823,0.0,0.105,-6.195,0.38,0.48100000000000004,108.55799999999999,non_hit
Mary,Sarkodie,Sarkcess Story (feat. Efya),2015,September,4.696883333,False,11,2,1,4,0.26899999999999996,0.71,0.7979999999999999,0.0,0.0478,-4.877,0.285,0.593,159.981,hit
Site 15,R2Bees,Site 15,2019,March,2.541183333,False,14,2,1,4,0.0121,0.583,0.777,0.000227,0.752,-6.218,0.109,0.248,84.979,hit
Awosoc,Daddy Lumba,Epokye,2015,January,5.635116667,False,16,9,1,4,0.248,0.746,0.878,5.82e-06,0.294,-6.237,0.0418,0.727,103.005,hit
Million Miles Mixtape,Shatta Wale,Million Miles,2015,March,3.960883333,False,1,10,0,4,0.34700000000000003,0.59,0.637,0.0,0.125,-8.844,0.446,0.614,92.175,non_hit
Ahenfo Kyiniye,Daddy Lumba,Ahenfo Kyiniye,2017,January,6.15445,False,0,7,1,4,0.29,0.787,0.9209999999999999,4.8700000000000005e-05,0.107,-6.309,0.0552,0.677,108.117,non_hit
Ayefro Ntefere,Ofori Amponsah,Medofia,2010,August,4.976666667,False,0,0,1,4,0.0334,0.6729999999999999,0.872,0.0,0.0527,-7.334,0.0385,0.96,119.988,non_hit
Million Miles Mixtape,Shatta Wale,Pool Party,2015,March,3.712883333,False,1,10,0,3,0.298,0.657,0.505,0.0,0.159,-9.376,0.248,0.925,125.557,non_hit
Samini,Samini,Obaa Besia,2019,January,4.632816667,False,1,1,0,4,0.321,0.747,0.6579999999999999,0.0,0.175,-8.975,0.0468,0.42200000000000004,105.977,non_hit
Disturbation,Medikal,Too Risky (feat. Sister Deborah),2017,July,3.931633333,False,21,10,0,5,0.217,0.7020000000000001,0.675,0.0,0.0666,-4.975,0.41700000000000004,0.6509999999999999,128.701,hit
Up a Road Mixtape,Shatta Wale,Eraser,2015,January,5.703783333,False,0,6,0,3,0.239,0.596,0.841,0.0,0.0878,-5.9510000000000005,0.14,0.7090000000000001,86.15,non_hit
Wonder Boy,Shatta Wale,Melissa,2019,October,3.07665,False,28,8,1,3,0.418,0.634,0.6679999999999999,0.0,0.0694,-6.5360000000000005,0.0785,0.889,66.707,hit
The Gospel According to Ofori,Ofori Amponsah,Tiamo RInst,2014,October,6.67805,False,0,0,1,4,0.37,0.447,0.397,0.8909999999999999,0.106,-10.402999999999999,0.10099999999999999,0.297,174.043,non_hit
Queen Solomon,Sista Afia,Champion Atta,2018,December,2.782883333,False,10,7,0,4,0.16,0.894,0.652,1.27e-06,0.0661,-5.251,0.16399999999999998,0.94,115.027,hit
Hunger & Thirst: The Mixtape,D-Black,Bottles (feat. Medikal),2017,December,3.1434,False,1,10,0,4,0.5870000000000001,0.91,0.63,5.98e-06,0.0894,-6.9510000000000005,0.109,0.789,110.016,non_hit
Bo Wonsem Ma Me,Eazzy,Bo Wonsem Ma Me (Remix),2013,December,3.5523833330000003,True,0,5,0,4,0.353,0.846,0.71,8.33e-06,0.10300000000000001,-6.277,0.261,0.758,105.117,non_hit
Azingele Remixed (feat. SK Blinks),Ruff-N-Smooth,Azingele - Pushking Noize & Tillup Remix,2011,May,4.51925,False,0,6,0,4,0.0159,0.612,0.35200000000000004,0.0285,0.0606,-7.239,0.066,0.449,107.89299999999999,non_hit
Dagaati,Samini,Sweet Girls,2019,January,5.1344,False,1,9,1,4,0.0205,0.8290000000000001,0.6759999999999999,0.0,0.0558,-12.45,0.115,0.93,114.995,non_hit
Smoke & Mirrors,D-Black,Die Young,2019,June,4.76245,False,0,0,0,4,0.546,0.28800000000000003,0.862,1.8e-05,0.14,-4.465,0.36700000000000005,0.21600000000000003,83.91799999999999,non_hit
Million Miles Mixtape,Shatta Wale,Caan Hol' Wi Down,2015,March,3.438,False,1,9,0,4,0.168,0.49,0.327,0.0,0.0963,-14.058,0.35,0.5379999999999999,81.233,non_hit
Fixtape 2015 (Uppa Class Dance Hall),Vybrant Faya,From the First Day,2015,January,3.48955,True,0,0,1,4,0.115,0.736,0.762,0.0,0.0788,-5.459,0.18600000000000003,0.5820000000000001,160.02,non_hit
"R2Bees, Vol. 2",R2Bees,Makoma,2017,August,4.20225,True,25,5,1,4,0.455,0.626,0.7959999999999999,2.79e-06,0.28,-3.7710000000000004,0.11900000000000001,0.948,97.88799999999999,hit
Gifted,Flowking Stone,My Judgement,2016,September,2.867816667,False,0,11,0,4,0.612,0.898,0.799,0.0,0.12300000000000001,-4.194,0.28800000000000003,0.8059999999999999,101.95299999999999,non_hit
New Africa Nation,Fuse ODG,Sweetie Adjoa (feat. Sarkodie & OTWoode) - Bonus Track,2019,March,3.5398166669999998,False,12,5,0,4,0.395,0.8440000000000001,0.6729999999999999,8.3e-06,0.18899999999999997,-5.176,0.0561,0.752,104.99600000000001,hit
Before We Shine 2: The Cremation Of Care,Ko-Jo Cue,Go Getter,2016,September,4.45605,False,0,1,1,4,0.0841,0.804,0.762,0.0,0.051,-5.117,0.0423,0.795,124.027,non_hit
New Africa Nation,Fuse ODG,One Day (Bonus Track),2019,March,3.365383333,False,11,5,1,4,0.275,0.871,0.688,1.55e-06,0.0722,-6.254,0.0365,0.7090000000000001,104.01700000000001,hit
Bo Wonsem Ma Me,Eazzy,Get Into My Pants,2013,December,2.483866667,True,0,7,1,4,0.0658,0.856,0.748,0.0,0.0433,-4.158,0.392,0.887,155.211,non_hit
Time 4 Me,Becca,Push (Bonus),2013,May,4.0495,False,1,6,1,4,0.0492,0.945,0.7340000000000001,2.08e-05,0.221,-6.553999999999999,0.23199999999999998,0.6890000000000001,100.98299999999999,non_hit
Highest,Sarkodie,Light It Up,2017,September,4.95,True,14,6,1,4,0.48200000000000004,0.65,0.815,0.000819,0.319,-7.169,0.040999999999999995,0.6940000000000001,147.024,hit
Janesis,Efya,Sometimes,2016,April,4.762416667,False,1,2,0,4,0.426,0.457,0.593,0.0,0.10300000000000001,-5.87,0.0352,0.308,83.788,non_hit
Books & Rhymes,Edem,Blessed,2020,February,3.0733,False,0,9,0,4,0.281,0.62,0.738,0.0,0.34299999999999997,-4.595,0.161,0.53,106.949,non_hit
Thanks Giving,Bisa Kdei,Baba,2014,January,3.243766667,False,19,8,0,4,0.655,0.769,0.737,0.0,0.10800000000000001,-4.761,0.0694,0.631,109.07700000000001,hit
Sugar,Becca,U Lied To Me (Zouk Mix),2007,November,4.27635,False,0,0,1,4,0.0381,0.645,0.732,0.00013700000000000002,0.0344,-7.3229999999999995,0.0599,0.965,189.95,non_hit
Ahenfo Kyiniye,Daddy Lumba,Moye Kwa Inst.,2017,January,5.280666667,False,0,1,1,4,0.126,0.805,0.7020000000000001,0.139,0.08800000000000001,-7.388999999999999,0.0478,0.762,99.478,non_hit
Mama Grace,Tic,Toli,2019,November,3.730716667,False,0,11,0,4,0.163,0.845,0.753,0.0,0.195,-5.454,0.158,0.789,99.99700000000001,non_hit
"R2Bees, Vol. 2",R2Bees,Radio,2017,August,4.3847,True,1,6,1,0,0.321,0.583,0.711,0.0,0.34700000000000003,-7.867999999999999,0.45,0.6859999999999999,130.22899999999998,non_hit
Ayefro Ntefere,Ofori Amponsah,Ayefro Ntifere,2010,August,5.056,False,0,7,1,4,0.037000000000000005,0.784,0.934,0.0,0.107,-5.015,0.0499,0.872,115.00399999999999,non_hit
Foundation,Shatta Wale,Skit,2015,March,0.4915333333,False,0,4,0,4,0.25,0.579,0.5770000000000001,0.0,0.22399999999999998,-7.468999999999999,0.265,0.972,98.493,non_hit
Wtc,4x4,Bomboclot (feat. Bradez),2009,January,3.843066667,True,0,2,1,4,0.19899999999999998,0.815,0.8540000000000001,0.0,0.308,-2.7119999999999997,0.33299999999999996,0.851,156.064,non_hit
Million Miles Mixtape,Shatta Wale,Sell Out,2015,March,3.892666667,False,0,2,1,5,0.433,0.574,0.531,0.0,0.0466,-8.982000000000001,0.33799999999999997,0.551,141.985,non_hit
Ahyesi,Kwabena Kwabena,Tuamudaa,2017,November,3.972783333,False,28,0,1,4,0.252,0.909,0.53,3.1e-05,0.0954,-4.412,0.0831,0.828,104.90799999999999,hit
STN (Still That Ni99a),Strongman,My Vibe,2018,December,3.0432333330000003,False,10,5,0,4,0.626,0.846,0.73,0.0,0.0679,-4.093999999999999,0.0812,0.41700000000000004,111.04899999999999,hit
Rasta Flex,Shatta Wale,Bornor,2015,April,5.175733333,False,1,0,1,4,0.0056700000000000006,0.794,0.78,0.0,0.0751,-4.19,0.0501,0.961,137.015,non_hit
Tofa,Obrafour,Wadi Awie,2018,April,5.0062166669999995,False,0,6,1,4,0.0572,0.853,0.925,0.0,0.10099999999999999,-4.735,0.154,0.9620000000000001,120.01,non_hit
Golden Boy,Kojo Funds,My Wish (feat. Kranium),2018,September,3.119433333,True,35,11,0,4,0.8190000000000001,0.679,0.525,0.000661,0.0965,-4.436,0.17800000000000002,0.8009999999999999,95.62799999999999,hit
Janesis,Efya,Luv Luv Luv,2016,April,3.189066667,False,0,4,1,4,0.618,0.635,0.611,0.0,0.21600000000000003,-5.721,0.187,0.65,82.91,non_hit
Magical Year Mixtape,Shatta Wale,Too Known,2015,August,3.9939999999999998,False,1,0,1,4,0.366,0.7390000000000001,0.638,2.8e-06,0.134,-5.872000000000001,0.0474,0.7659999999999999,100.986,non_hit
Da Revolution,R2Bees,Tema (feat. Sarkodie),2009,July,5.48755,True,10,2,1,4,0.28800000000000003,0.8,0.873,0.0,0.34600000000000003,-6.046,0.237,0.805,101.04,hit
Samini,Samini,Atemuda,2019,January,6.781383333,False,0,7,0,4,0.48200000000000004,0.845,0.914,0.000589,0.126,-4.513999999999999,0.2,0.826,139.029,non_hit
Azingele Remixed (feat. SK Blinks),Ruff-N-Smooth,Azingele - LATA Remix,2011,May,6.366633332999999,False,0,6,0,4,0.172,0.879,0.522,0.0095,0.11,-10.309000000000001,0.109,0.61,131.955,non_hit
BVR,E.L,Another Day,2018,October,4.233333333,True,1,10,0,4,0.00744,0.8140000000000001,0.745,0.0,0.32899999999999996,-7.586,0.171,0.171,95.01799999999999,non_hit
"Sarkodie, Vol. 2",Sarkodie,Azonto Fiesta,2017,August,4.022,False,12,11,0,4,0.125,0.8340000000000001,0.489,0.0,0.249,-15.532,0.253,0.578,125.273,hit
Golden Boy,Kojo Funds,Song Cry,2018,September,3.57555,False,24,1,0,4,0.0366,0.7290000000000001,0.665,0.0,0.16899999999999998,-5.23,0.21,0.6809999999999999,140.686,hit
Janesis,Efya,Release,2016,April,3.61905,False,1,10,0,4,0.253,0.8590000000000001,0.46399999999999997,4.23e-05,0.10099999999999999,-7.2139999999999995,0.0487,0.23600000000000002,84.023,non_hit
New Africa Nation,Fuse ODG,Outside Of The Ropes,2019,March,3.885716667,False,15,0,1,4,0.184,0.7859999999999999,0.8390000000000001,2.94e-05,0.221,-2.526,0.135,0.523,104.977,hit
I Won't Wait,Joey B,Wash It All Away,2008,September,4.03355,False,0,5,0,4,0.0614,0.617,0.5589999999999999,0.0132,0.106,-14.002,0.0324,0.344,139.958,non_hit
Sarkology,Sarkodie,Illuminati,2014,January,2.780016667,False,14,5,0,4,0.0878,0.526,0.8190000000000001,0.0,0.18100000000000002,-3.029,0.40700000000000003,0.452,174.803,hit
Mama Grace,Tic,Ditto,2019,November,3.288816667,False,0,4,1,4,0.26899999999999996,0.924,0.86,9.66e-06,0.0668,-3.305,0.0584,0.9640000000000001,110.055,non_hit
Hunger & Thirst: The Mixtape,D-Black,Thank You (feat. Kobla Jnr),2017,December,4.391616667,False,1,8,1,4,0.589,0.715,0.626,3.33e-06,0.33299999999999996,-5.831,0.22,0.565,110.01299999999999,non_hit
Ahyesi,Kwabena Kwabena,Siwagedem,2017,November,4.23315,False,14,9,0,4,0.273,0.7340000000000001,0.7959999999999999,0.0,0.133,-3.9760000000000004,0.124,0.905,159.928,hit
Dagaati,Samini,Agro,2019,January,2.7655,False,1,9,0,4,0.0284,0.7559999999999999,0.675,0.0,0.39,-10.702,0.282,0.782,140.205,non_hit
Untamed,Samini,Obra,2018,December,3.2955,False,17,10,1,5,0.0183,0.606,0.657,0.0,0.0741,-6.166,0.172,0.797,169.891,hit
Nte Tee Pa,Obrafour,Wadi Awie,2018,May,5.00545,False,0,1,1,1,0.39799999999999996,0.5539999999999999,0.978,0.0,0.39899999999999997,-1.122,0.301,0.9209999999999999,105.786,non_hit
Before We Shine 2: The Cremation Of Care,Ko-Jo Cue,The Pledge,2016,September,2.530383333,True,0,5,1,4,0.0812,0.506,0.897,0.0,0.628,-3.5239999999999996,0.354,0.672,176.257,non_hit
The Return of Kofi B,Ofori Amponsah,Koforidua Flowers,2007,August,4.83755,False,21,0,1,4,0.0419,0.8290000000000001,0.818,6.330000000000001e-05,0.08199999999999999,-6.675,0.052000000000000005,0.7909999999999999,116.01,hit
Golden Boy,Kojo Funds,Check (with RAYE),2018,September,3.592883333,True,52,3,0,4,0.21,0.41,0.718,0.0,0.079,-6.295,0.126,0.57,94.33200000000001,hit
The Versatile Show,Okyeame Kwame,Woara,2012,January,4.696216667,False,16,3,0,4,0.423,0.7,0.632,0.000138,0.105,-5.781000000000001,0.0478,0.753,92.06299999999999,hit
Fixtape 2015 (Uppa Class Dance Hall),Vybrant Faya,Moving on (Foam Party Riddim,2015,January,2.6926666669999997,True,0,6,0,5,0.35100000000000003,0.56,0.8270000000000001,0.0,0.18100000000000002,-3.2319999999999998,0.24600000000000002,0.544,150.514,non_hit
Janesis,Efya,2 Chairs,2016,April,4.0257,True,0,0,0,4,0.547,0.39299999999999996,0.41,0.0,0.127,-6.697,0.0422,0.371,69.447,non_hit
Times & Season,Shatta Wale,My Army,2015,March,4.422883333,False,0,10,0,4,0.444,0.642,0.78,0.0,0.15,-2.39,0.136,0.695,94.99,non_hit
Foundation,Shatta Wale,Chase,2015,March,2.36445,False,0,2,1,4,0.0277,0.405,0.439,0.0,0.267,-14.817,0.34,0.441,78.888,non_hit
For My Brothers,Ko-Jo Cue,Smiling,2019,November,3.43635,False,17,7,0,4,0.253,0.7979999999999999,0.585,0.0,0.11800000000000001,-5.907,0.23800000000000002,0.857,94.64299999999999,hit
Before We Shine 2: The Cremation Of Care,Ko-Jo Cue,Regrets (Closure),2016,September,4.5632,True,0,9,1,4,0.527,0.613,0.64,0.0,0.158,-8.579,0.47700000000000004,0.511,90.007,non_hit
I Won't Wait,Joey B,20s,2008,September,4.39245,False,0,0,1,4,0.36,0.6940000000000001,0.53,3.9e-05,0.11599999999999999,-11.432,0.0313,0.7859999999999999,144.969,non_hit
Meprawo,Ofori Amponsah,Madi Me Mako,2007,August,5.2386666669999995,False,0,11,1,4,0.163,0.7190000000000001,0.87,0.45799999999999996,0.228,-7.604,0.0296,0.9670000000000001,138.066,non_hit
Shay On You,Wendy Shay,Uber Driver,2019,January,3.3624,False,20,8,0,4,0.0565,0.755,0.802,0.00783,0.107,-5.479,0.10400000000000001,0.784,99.98700000000001,hit
Janesis,Efya,Boy Bi Beh Gye,2016,April,4.21335,False,1,9,0,4,0.28800000000000003,0.795,0.701,0.0,0.0458,-4.547,0.0495,0.547,90.031,non_hit
Foundation,Shatta Wale,Another Ghetto Youth,2015,March,2.436216667,False,1,8,0,4,0.635,0.42700000000000005,0.604,0.0,0.39899999999999997,-8.279,0.12300000000000001,0.7829999999999999,91.805,non_hit
The Versatile Show,Okyeame Kwame,Mafe Wo,2012,January,4.558,False,0,7,1,4,0.0645,0.945,0.679,0.0,0.0622,-6.142,0.223,0.8240000000000001,104.00399999999999,non_hit
Daddy Lumba Essentials,Daddy Lumba,Ɔdɔ Mbra Fie,2012,March,5.2567,False,11,3,1,4,0.11900000000000001,0.5920000000000001,0.509,0.000124,0.0905,-13.034,0.0563,0.795,89.045,hit
Sarkology,Sarkodie,Elijah (feat. Obrafour),2014,January,5.280816667,False,12,7,1,4,0.0863,0.794,0.76,0.0,0.0594,-4.207,0.0964,0.565,106.024,hit
Matters of the Heart,Akwaboah,Dance Floor,2018,May,3.7867833330000003,False,11,9,0,4,0.322,0.81,0.643,1.96e-06,0.384,-5.917999999999999,0.0338,0.946,107.99600000000001,hit
After the Storm,Shatta Wale,Hol' It,2016,May,3.8182333330000002,False,35,2,0,4,0.0135,0.9359999999999999,0.5579999999999999,0.0,0.294,-5.787999999999999,0.13699999999999998,0.684,112.99799999999999,hit
Odwo,Ofori Amponsah,Odwo,2007,November,5.730666667,False,23,5,1,4,0.168,0.765,0.67,0.0,0.161,-9.433,0.14400000000000002,0.687,104.963,hit
Gifted,Flowking Stone,Igwe,2016,September,3.156,False,0,7,1,4,0.535,0.8320000000000001,0.6890000000000001,0.0,0.0693,-5.571000000000001,0.17600000000000002,0.703,104.029,non_hit
Ratri,Jupitar,Moni Konika,2008,September,4.540216667,False,0,2,1,4,0.256,0.759,0.672,2.6e-06,0.0687,-7.434,0.0596,0.777,100.02799999999999,non_hit
The Versatile Show,Okyeame Kwame,Holla At You - Instrumental,2012,January,4.345783333,False,0,11,0,4,5.41e-05,0.7559999999999999,0.647,0.855,0.142,-5.779,0.11800000000000001,0.975,130.01,non_hit
Life Is Rough & Smooth,Ruff-N-Smooth,Martha,2011,April,3.798633333,False,16,7,0,4,0.3,0.79,0.7020000000000001,4.11e-06,0.0795,-9.49,0.0424,0.951,127.008,hit
Lige Nu,M.anifest,Giv Mig Mere,2013,November,3.17015,False,0,2,0,4,0.0526,0.713,0.54,0.0031100000000000004,0.111,-8.74,0.0271,0.825,97.029,non_hit
Nte Tee Pa,Obrafour,Oye Ohene featuring Tinny,2018,May,5.0059833330000005,False,21,1,0,4,0.174,0.862,0.83,5.8099999999999996e-05,0.162,-1.931,0.266,0.9,111.98700000000001,hit
Songs for Girls 3,E.L,Knock,2020,March,3.339583333,False,14,1,1,4,0.40399999999999997,0.759,0.601,0.000496,0.10800000000000001,-9.03,0.159,0.369,144.933,hit
The Very Best of Daddy Lumba Vol. 1,Daddy Lumba,Yemfa Odo,2002,February,5.9648833329999995,False,18,2,1,4,0.604,0.698,0.606,0.0066,0.21600000000000003,-13.402000000000001,0.0971,0.8540000000000001,98.93299999999999,hit
Up a Road Mixtape,Shatta Wale,Country Boss,2015,January,3.40755,False,0,7,1,4,0.32799999999999996,0.575,0.667,0.0,0.237,-9.205,0.171,0.643,129.526,non_hit
Foundation,Shatta Wale,What's Going On,2015,March,3.704883333,False,1,0,1,4,0.212,0.626,0.523,0.0,0.136,-13.073,0.433,0.522,80.327,non_hit
Asem Beba Dabi,Obrafour,Taking Over,2018,May,2.459,False,0,11,0,4,0.0453,0.564,0.8640000000000001,0.0,0.42200000000000004,-2.523,0.38799999999999996,0.76,83.921,non_hit
We Speed 2,Magnom,Squad,2018,June,3.625416667,False,1,1,1,4,0.03,0.789,0.7490000000000001,0.0,0.114,-3.071,0.21899999999999997,0.28800000000000003,160.066,non_hit
Bo Wonsem Ma Me,Eazzy,Taking It Eazzy,2013,December,3.272216667,True,0,1,1,4,0.3,0.5489999999999999,0.629,0.0,0.0776,-4.47,0.292,0.47600000000000003,90.051,non_hit
Wohekyere,Daddy Lumba,Wo Ho Kyere,2005,May,4.941116667,False,22,1,1,4,0.217,0.77,0.537,0.000167,0.163,-12.589,0.0513,0.818,108.01799999999999,hit
